TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;ANO_RENTAB;PR_RENTAB_ANO;PR_VARIACAO_INDICE_REFER_ANO;PR_PERFM_INDICE_REFER_ANO;RENTAB_ANO_OBS
FI;44.302.283/0001-00;;BRADESCO CARTEIRA MODERADA FIF - CLASSE  DE INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-04-30;2023;13.14;13.05;100.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.302.283/0001-00;;BRADESCO CARTEIRA MODERADA FIF - CLASSE  DE INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-04-30;2024;4.75;10.87;43.67;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.302.283/0001-00;;BRADESCO CARTEIRA MODERADA FIF - CLASSE  DE INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-04-30;2025;4.77;4.07;117.19;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.818/0001-79;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2021;0.03;0.00;0.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.818/0001-79;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2022;2.00;4.69;-2.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.818/0001-79;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2023;16.77;22.28;-5.51;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.818/0001-79;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2024;-11.72;-10.36;-1.36;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.818/0001-79;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2025;10.62;12.29;-1.67;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.830/0001-83;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2021;0.03;0.03;98.99;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.830/0001-83;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2022;11.29;12.37;91.21;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.830/0001-83;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2023;14.35;13.05;109.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.830/0001-83;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2024;12.56;10.87;115.55;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.830/0001-83;;BRAM ALOCAÇÃO SISTEMÁTICA BRASIL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2025;4.02;4.07;98.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.315.842/0001-08;;BRADESCO MULTIGESTORES CRÉDITO PRIVADO FC DE FIF MULTIMERCADO;2025-04-30;2022;11.96;11.35;105.41;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.315.842/0001-08;;BRADESCO MULTIGESTORES CRÉDITO PRIVADO FC DE FIF MULTIMERCADO;2025-04-30;2023;13.09;13.05;100.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.315.842/0001-08;;BRADESCO MULTIGESTORES CRÉDITO PRIVADO FC DE FIF MULTIMERCADO;2025-04-30;2024;12.32;10.87;113.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.315.842/0001-08;;BRADESCO MULTIGESTORES CRÉDITO PRIVADO FC DE FIF MULTIMERCADO;2025-04-30;2025;3.87;4.07;94.92;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.854/0001-32;;BRADESCO INFLAÇÃO FI FINANCEIRO - CIC RF CRED PRIV LP - RESP LIMITADA;2025-04-30;2021;0.05;0.03;132.20;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.854/0001-32;;BRADESCO INFLAÇÃO FI FINANCEIRO - CIC RF CRED PRIV LP - RESP LIMITADA;2025-04-30;2022;10.48;12.37;84.74;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.854/0001-32;;BRADESCO INFLAÇÃO FI FINANCEIRO - CIC RF CRED PRIV LP - RESP LIMITADA;2025-04-30;2023;12.93;13.05;99.13;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.854/0001-32;;BRADESCO INFLAÇÃO FI FINANCEIRO - CIC RF CRED PRIV LP - RESP LIMITADA;2025-04-30;2024;7.09;10.87;65.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.854/0001-32;;BRADESCO INFLAÇÃO FI FINANCEIRO - CIC RF CRED PRIV LP - RESP LIMITADA;2025-04-30;2025;5.51;4.07;135.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.861/0001-34;;BRADESCO DEB INCENTIVADAS INFLAÇÃO FIF - CIC INCENTIVADA DE INVESTIMENTO EM INFRA  RF LP - RESP LTDA;2025-04-30;2021;0.00;0.03;-6.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.861/0001-34;;BRADESCO DEB INCENTIVADAS INFLAÇÃO FIF - CIC INCENTIVADA DE INVESTIMENTO EM INFRA  RF LP - RESP LTDA;2025-04-30;2022;9.85;12.37;79.63;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.861/0001-34;;BRADESCO DEB INCENTIVADAS INFLAÇÃO FIF - CIC INCENTIVADA DE INVESTIMENTO EM INFRA  RF LP - RESP LTDA;2025-04-30;2023;13.79;13.05;105.71;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.861/0001-34;;BRADESCO DEB INCENTIVADAS INFLAÇÃO FIF - CIC INCENTIVADA DE INVESTIMENTO EM INFRA  RF LP - RESP LTDA;2025-04-30;2024;8.56;10.87;78.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.861/0001-34;;BRADESCO DEB INCENTIVADAS INFLAÇÃO FIF - CIC INCENTIVADA DE INVESTIMENTO EM INFRA  RF LP - RESP LTDA;2025-04-30;2025;5.26;4.07;129.17;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.864/0001-78;;BRAM DEBÊNTURES INCENT INFLAÇÃO INFRA FIF - CI INCENT DE INV EM INFRA RF LP - RESP LIMITADA;2025-04-30;2021;0.03;0.03;94.16;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.864/0001-78;;BRAM DEBÊNTURES INCENT INFLAÇÃO INFRA FIF - CI INCENT DE INV EM INFRA RF LP - RESP LIMITADA;2025-04-30;2022;10.73;12.37;86.70;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.864/0001-78;;BRAM DEBÊNTURES INCENT INFLAÇÃO INFRA FIF - CI INCENT DE INV EM INFRA RF LP - RESP LIMITADA;2025-04-30;2023;14.85;13.05;113.82;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.864/0001-78;;BRAM DEBÊNTURES INCENT INFLAÇÃO INFRA FIF - CI INCENT DE INV EM INFRA RF LP - RESP LIMITADA;2025-04-30;2024;9.59;10.87;88.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.864/0001-78;;BRAM DEBÊNTURES INCENT INFLAÇÃO INFRA FIF - CI INCENT DE INV EM INFRA RF LP - RESP LIMITADA;2025-04-30;2025;5.48;4.07;134.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.872/0001-14;;BRADESCO EXPLORER HIGH YIELD FIF - CIC DE CLASSE DE INVESTIMENTO MULT CRED PRIV - RESP LIMITADA;2025-04-30;2022;12.58;11.35;110.87;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.872/0001-14;;BRADESCO EXPLORER HIGH YIELD FIF - CIC DE CLASSE DE INVESTIMENTO MULT CRED PRIV - RESP LIMITADA;2025-04-30;2023;12.43;13.05;95.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.872/0001-14;;BRADESCO EXPLORER HIGH YIELD FIF - CIC DE CLASSE DE INVESTIMENTO MULT CRED PRIV - RESP LIMITADA;2025-04-30;2024;12.38;10.87;113.88;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.872/0001-14;;BRADESCO EXPLORER HIGH YIELD FIF - CIC DE CLASSE DE INVESTIMENTO MULT CRED PRIV - RESP LIMITADA;2025-04-30;2025;4.47;4.07;109.71;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.875/0001-58;;BRADESCO QUANT INSTITUCIONAL GLOBAL USD FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2021;0.02;0.03;67.97;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.875/0001-58;;BRADESCO QUANT INSTITUCIONAL GLOBAL USD FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2022;-17.77;12.37;-143.64;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.875/0001-58;;BRADESCO QUANT INSTITUCIONAL GLOBAL USD FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2023;4.07;13.05;31.17;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.875/0001-58;;BRADESCO QUANT INSTITUCIONAL GLOBAL USD FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2024;51.17;10.87;470.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.875/0001-58;;BRADESCO QUANT INSTITUCIONAL GLOBAL USD FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2025;-12.32;4.07;-302.44;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.882/0001-50;;VERDE AM MUNDI GLOBAIS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-04-30;2022;-15.31;11.63;-131.57;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.882/0001-50;;VERDE AM MUNDI GLOBAIS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-04-30;2023;8.55;13.05;65.52;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.882/0001-50;;VERDE AM MUNDI GLOBAIS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-04-30;2024;61.62;10.87;566.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.315.882/0001-50;;VERDE AM MUNDI GLOBAIS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-04-30;2025;-15.54;4.07;-381.52;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;20.63;14.52;142.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;19.09;16.00;119.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;15.79;14.19;111.26;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;4.09;4.08;100.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-04-30;2022;13.20;10.86;121.51;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-04-30;2023;13.53;13.05;103.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-04-30;2024;10.66;10.87;98.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-04-30;2025;1.96;4.07;48.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2022;4.27;9.71;43.93;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2023;14.22;13.05;108.99;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2024;6.00;10.87;55.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2025;5.47;4.07;134.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2022;10.27;9.71;105.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2023;8.03;13.05;61.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2024;7.43;10.87;68.29;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-04-30;2025;4.62;4.07;113.33;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2022;-1.54;3.28;-4.82;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2023;21.51;22.28;-0.77;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2024;-13.75;-10.36;-3.39;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2025;15.84;12.29;3.55;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2022;4.78;3.88;123.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2023;12.27;13.05;94.01;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2024;10.28;10.87;94.57;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2025;3.87;4.07;94.93;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-04-30;2022;3.26;3.25;100.23;
CLASSES - FIF;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-04-30;2023;12.96;13.05;99.32;
CLASSES - FIF;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-04-30;2024;10.76;10.87;98.94;
CLASSES - FIF;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-04-30;2025;4.10;4.07;100.72;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-04-30;2022;3.13;3.25;96.31;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-04-30;2023;12.80;13.05;98.13;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-04-30;2024;10.63;10.87;97.76;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-04-30;2025;4.09;4.07;100.45;
CLASSES - FIF;44.371.942/0001-51;;CS EVOLUTION DI BR MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO - RESPONSABILIDADE LIMITADA;2025-04-30;2022;3.36;3.25;103.30;
CLASSES - FIF;44.371.942/0001-51;;CS EVOLUTION DI BR MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO - RESPONSABILIDADE LIMITADA;2025-04-30;2023;13.40;13.05;102.72;
CLASSES - FIF;44.371.942/0001-51;;CS EVOLUTION DI BR MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO - RESPONSABILIDADE LIMITADA;2025-04-30;2024;11.21;10.87;103.12;
CLASSES - FIF;44.371.942/0001-51;;CS EVOLUTION DI BR MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO - RESPONSABILIDADE LIMITADA;2025-04-30;2025;4.27;4.07;104.98;
CLASSES - FIF;44.371.977/0001-90;;CS EVOLUTION DI BR MAX PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REFERENCIADO - RESP LIMITADA;2025-04-30;2022;3.29;3.25;101.11;
