TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;MES_RENTAB;PR_RENTAB_MES;PR_VARIACAO_INDICE_REFER_MES;PR_PERFM_INDICE_REFER_MES;RENTAB_MES_OBS
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-01-31;6;0.82;0.79;103.79;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-01-31;7;0.86;0.91;95.19;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-01-31;8;1.36;0.87;156.88;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-01-31;9;0.76;0.84;91.33;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-01-31;10;0.81;0.93;86.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-01-31;11;0.96;0.79;121.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.611/0001-34;;AURUM FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-01-31;12;1.08;0.93;116.08;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;1;0.52;1.01;51.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;2;1.30;0.80;161.76;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;3;0.22;0.83;26.46;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;4;0.52;0.89;58.78;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;5;1.37;0.83;163.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;6;0.52;0.79;66.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;7;0.73;0.91;80.60;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;8;1.44;0.87;165.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;9;0.32;0.83;38.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;10;0.68;0.93;72.99;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;11;0.75;0.79;94.18;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.632/0001-50;;AURUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2025-01-31;12;1.65;0.93;178.32;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;1;1.73;1.01;171.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;2;0.67;0.80;83.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;3;0.72;0.83;86.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;4;0.30;0.89;33.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;5;0.65;0.83;78.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;6;0.28;0.79;34.97;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;7;0.83;0.91;90.96;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;8;0.65;0.87;74.37;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;9;0.55;0.83;65.33;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;10;0.66;0.93;71.57;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;11;-0.08;0.79;-10.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.339.838/0001-80;;BRAM CARTEIRA PORTFÓLIO DE RISCO FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;12;-0.20;0.93;-21.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;1;0.58;1.01;57.49;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;2;-0.10;0.80;-12.94;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;3;0.59;0.83;71.10;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;4;-0.81;0.89;-91.19;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;5;-0.66;0.83;-79.41;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;6;0.36;0.79;46.27;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;7;1.64;0.91;180.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;8;0.83;0.87;95.18;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;9;1.32;0.83;157.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;10;1.65;0.93;177.88;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;11;1.57;0.79;198.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.069/0001-30;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-01-31;12;0.75;0.93;80.60;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;1;5.48;4.86;0.62;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;2;1.00;0.99;0.01;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;3;-0.09;-0.71;0.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;4;-3.52;-1.70;-1.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;5;-2.99;-3.04;0.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;6;0.93;1.48;-0.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;7;3.39;3.02;0.37;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;8;5.74;6.54;-0.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;9;-3.21;-3.08;-0.13;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;10;-1.70;-1.60;-0.10;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;11;-4.36;-3.12;-1.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.340.091/0001-80;;BRAM CARTEIRA MULTIGESTORES FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;12;-5.14;-4.28;-0.85;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;1;1.06;1.01;104.87;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;2;0.81;0.80;100.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;3;0.81;0.83;97.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;4;0.88;0.89;99.54;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;5;0.58;0.83;69.64;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;6;0.62;0.79;79.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;7;0.89;0.91;98.06;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;8;0.88;0.87;101.29;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;9;0.82;0.83;98.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;10;0.92;0.93;98.71;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;11;0.80;0.79;101.15;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.360.639/0001-53;;BRAM ALOCAÇÃO SISTEMÁTICA ALPHA GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-01-31;12;0.86;0.93;92.40;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;1;1.08;1.01;107.14;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;2;0.80;0.80;100.02;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;3;0.87;0.83;104.58;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;4;0.88;0.89;98.66;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;5;0.81;0.83;96.93;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;6;0.80;0.79;101.42;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;7;0.91;0.91;100.31;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;8;0.87;0.87;99.93;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;9;0.85;0.83;102.38;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;10;0.93;0.93;100.05;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;11;0.79;0.79;99.74;
FI;44.371.598/0001-09;;CS EVOLUTION DI BR PLUS PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REF RESP LIMITADA;2025-01-31;12;0.78;0.93;84.29;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;1;1.08;1.01;106.54;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;2;0.80;0.80;99.32;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;3;0.87;0.83;103.87;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;4;0.87;0.89;97.90;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;5;0.79;0.83;95.26;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;6;0.79;0.79;100.02;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;7;0.90;0.91;98.84;
CLASSES - FIF;44.371.692/0001-50;;CS EVOLUTION DI BR PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA REF - RESP LIMITADA;2025-01-31;8;0.85;0.87;98.49;
